,HIP,TYC,RA,Dec,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,dist,M_V,Type,Lstar,pmRA,pmDec,BmV,angdiam
2345,34104,,106.074,-10.5088,13.9,12.485,10.95,10.187,8.4,7.313,6.69,6.427,15.7355,9.9656,M5,0.047649,-138.415,-814.619,1.5350000000000001,0.2869701589027114
2346,34115,,106.108,68.2888,,13.477,11.95,11.46,9.67,8.17,7.594,7.269,16.3632,10.8807,M5,0.0194525,346.285,50.09,1.527000000000001,0.1772980222833372
2347,34222,,106.426,27.4708,,11.48,10.14,9.731,8.59,7.596,6.959,6.781,22.8536,8.34522,M0V,0.0927694,-48.793,-97.01,1.3399999999999999,0.2567495949515538
2348,34269,,106.558,-47.5872,,11.701,10.54,,9.25,8.403,7.848,7.715,47.4575,7.15848,K,0.21697,135.798,-146.251,1.1610000000000014,0.14557136768473677
2349,34271,,106.57,22.6835,,8.952,8.25,,7.5,6.989,6.708,6.613,43.1941,5.07288,G0,0.854465,-92.348,-78.817,0.702,0.20517692131992762
2350,34317,,106.717,23.969,,11.35,10.13,9.4,8.76,7.844,7.251,7.133,32.0282,7.60234,?,0.157868,-85.346,-205.183,1.2199999999999989,0.19809773836722336
2351,34329,,106.746,42.8675,,9.377,8.7,,7.96,7.475,7.238,7.11,47.619,5.3111,G5,0.675628,-9.34,-20.24,0.6770000000000014,0.1617593048577286
2352,34341,,106.789,3.44742,,11.11,9.84,9.1,8.36,7.435,6.882,6.667,26.1357,7.75383,M0V,0.142331,9.707,-264.663,1.2699999999999996,0.25185642150320725
2353,34361,,106.846,-21.4576,13.579,12.55,11.11,10.092,9.34,7.628,7.027,6.799,17.5492,9.88871,M2V:,0.030266,195.134,-210.385,1.4400000000000013,0.20892301306136193
2354,34392,,106.96,67.2013,,12.669,11.17,10.708,9.11,7.872,7.267,7.032,18.9916,9.77719,M2,0.0444476,-273.368,-70.04,1.4990000000000006,0.2360702669490561
2355,34407,,107.001,15.5286,,8.36,7.8,7.5,7.17,6.701,6.405,6.367,47.6828,4.40819,G0V,1.48555,-51.629,-206.352,0.5599999999999996,0.2130960693075933
2356,34409,,107.007,-27.7568,,8.725,8.12,,7.45,7.053,6.739,6.671,49.6524,4.6403,G2V,1.21923,-21.636,70.386,0.6050000000000004,0.19388990766788966
2357,34414,,107.018,29.8345,,9.227,8.32,7.8,7.37,6.645,6.137,6.057,23.0146,6.50998,G5,0.262443,-156.35,-294.057,0.907,0.26169973116259315
2358,34423,,107.039,-9.9687,,9.802,8.85,,7.83,7.11,6.643,6.513,28.3297,6.58879,K0,0.255864,-200.712,27.519,0.952,0.21957111296862866
2359,34426,,107.05,15.5208,,8.23,7.7,7.3,7.1,6.575,6.318,6.298,47.9219,4.29733,F8,1.6258,-54.184,-213.069,0.5300000000000002,0.21540239747478687
2360,34473,,107.177,-70.4971,,6.116,5.68,,5.2,,3.805,4.641,43.0951,2.50786,F2,8.22293,5.938,112.927,0.43599999999999994,0.48776896147975507
2361,34481,,107.187,-70.4989,,4.786,3.78,,2.84,1.961,1.67,1.573,40.3882,0.748727,G8IIIvar,59.5047,24.256,106.881,1.0059999999999998,2.4735939818888073
2362,34511,,107.271,15.4216,,8.631,8.0,7.6,7.3,6.808,6.519,6.472,43.0428,4.8305,G0,1.03157,-157.898,-286.381,0.6310000000000002,0.2113075673269685
2363,34540,,107.342,16.5495,,8.329,7.77,7.4,7.14,6.755,6.516,6.449,48.7788,4.32884,F8,1.59768,-134.436,-139.919,0.559000000000001,0.21580689380849144
2364,34567,,107.397,25.7286,8.054,7.79,7.09,6.671,6.34,5.76,5.45,5.34,25.1942,5.08349,G8V,0.844076,-125.476,-175.07,0.7000000000000002,0.34918879071464765
2365,34603,,107.508,38.5295,,13.35,11.65,11.122,8.25,6.731,6.152,5.846,6.07388,12.7327,M5Ve,0.00817353,-439.67,-944.785,1.6999999999999993,0.3258569393252899
2366,34608,,107.528,21.247,,7.31,6.43,5.9,5.61,4.779,4.306,4.208,41.7087,3.32887,G9V,4.83599,-174.819,-473.07,0.8799999999999999,0.6006631721203106
2367,34617,,107.539,-18.6856,,6.649,6.23,,5.74,5.476,5.244,5.159,45.4593,2.94189,F3V,5.51719,17.929,4.409,0.4189999999999996,0.37071260830725433
2368,34673,,107.707,-14.433,,11.271,9.96,,8.45,7.483,6.762,6.629,23.3631,8.11735,K5,0.108826,-472.544,303.849,1.311,0.26103201704322154
2369,34698,,107.805,-58.0164,,11.37,10.2,,9.07,8.143,7.591,7.45,39.557,7.21389,?,0.210149,-306.894,164.635,1.17,0.17329313479957498
2370,34700,,107.811,32.615,,8.583,8.01,,7.36,6.95,6.67,6.639,44.7483,4.75612,G0,1.08211,-110.866,-6.789,0.5730000000000004,0.19642937877601838
2371,34714,,107.831,33.1119,,7.591,7.16,,6.66,6.256,6.057,6.043,45.1245,3.88794,F5,2.30833,-110.51,-7.495,0.43100000000000005,0.2452044051243206
2372,34712,,107.832,-67.1228,13.91,12.6,11.16,10.685,9.39,8.281,7.636,7.406,27.6755,8.94953,M:,0.0718836,96.352,-663.417,1.4399999999999995,0.20416734467779904
2373,34730,,107.866,48.3304,,13.64,12.21,11.3,10.46,9.061,8.418,8.212,35.7283,9.44494,K:...,0.0439027,-93.076,-570.553,1.4299999999999997,0.12280017849423344
2374,34739,,107.882,-49.4242,,8.205,7.5,,6.75,6.222,5.836,5.768,27.6156,5.29423,G6V,0.699402,-7.129,817.422,0.7050000000000001,0.29089310486529196
2375,34782,,108.017,-30.8214,,6.373,6.1,,5.86,5.594,5.459,5.387,47.423,2.72005,A8III/IV,6.53047,-43.834,21.889,0.2730000000000006,0.32261804610073014
2376,34785,,108.02,-24.8921,,11.7,10.37,10.049,8.83,7.704,7.065,6.89,28.4668,8.0983,M0V:,0.114348,-114.355,-4.587,1.33,0.2256810223608222
2377,34796,,108.047,52.2735,,12.72,11.25,10.906,9.35,8.118,7.468,7.247,25.2449,9.23913,M0V,0.0620033,-137.547,-261.297,1.4700000000000006,0.21123770137445885
2378,34804,,108.072,59.2644,,12.261,10.67,10.2,9.16,8.572,7.962,7.854,46.2697,7.34351,M0,0.738499,71.413,-297.464,1.5909999999999993,0.3790957565091907
2379,34805,,108.073,-67.7827,,8.067,7.33,,6.55,6.045,5.7,5.606,47.3785,3.95209,G6IV/V,2.44999,198.473,-203.198,0.7370000000000001,0.32738703421871507
2380,34834,,108.14,-46.7593,4.8,4.814,4.49,4.17,4.09,3.87,3.298,3.71,20.8582,2.89361,F0IV,5.60977,-136.071,107.347,0.32399999999999984,0.7290059483264408
2381,34860,,108.205,27.2248,,6.961,6.46,,5.89,5.473,5.268,5.231,42.4809,3.31903,F8V,3.9524,16.47,-93.87,0.5010000000000003,0.3684217365888394
2382,34879,,108.261,-24.2256,,7.83,7.17,,6.45,6.044,5.783,5.697,36.4737,4.3601,G1V,1.60527,-93.427,102.611,0.6600000000000001,0.32059595427841164
2383,34890,,108.28,-63.3449,11.594,10.335,9.08,8.303,7.65,6.748,6.15,5.99,19.6208,7.61641,K5V,0.15828,-267.008,575.784,1.2550000000000008,0.3459747040459388
2384,34950,,108.471,25.0114,,9.227,8.4,7.9,7.53,6.742,6.321,6.224,27.6102,6.19465,K1V,0.328486,-405.397,-88.61,0.827,0.2250665306079337
2385,35071,,108.787,15.9291,,12.43,11.49,10.825,10.5,8.741,8.144,7.973,48.8759,8.04453,K2,0.066009,212.61,-174.57,0.9399999999999995,0.06389847629675922
2386,35091,,108.852,-77.0294,,9.75,8.81,,7.82,7.204,6.776,6.605,35.3003,6.07111,K3V,0.406414,164.984,-71.129,0.9399999999999995,0.21952829390443368
2387,35096,,108.871,-48.23,,8.274,7.67,,7.0,6.565,6.29,6.19,40.1684,4.65058,G2V,1.20717,-139.324,162.343,0.6039999999999992,0.23825559516482875
2388,35136,,108.959,47.24,6.19,6.116,5.54,5.2,4.89,4.48,4.13,4.115,16.8671,4.4048,G0V,1.49658,30.07,-186.405,0.5759999999999996,0.6148043049898649
2389,35139,,108.962,-13.0495,,8.347,7.74,,7.06,6.593,6.271,6.203,33.1401,5.13823,G5V,0.771452,-510.887,176.853,0.6069999999999993,0.23151531153390562
2390,35145,,108.977,43.5619,,9.244,8.5,,7.71,7.212,6.93,6.836,48.65,5.06459,G5,0.883332,2.251,-65.934,0.7439999999999998,0.19271121553393997
2391,35173,,109.044,-3.66591,,10.02,9.01,,7.96,7.263,6.803,6.674,33.1879,6.4051,K2V,0.3266,105.084,-50.69,1.0099999999999998,0.22398390332703247
2392,35191,,109.082,27.1425,,12.35,10.83,10.399,9.27,7.013,6.436,6.187,11.5139,10.5239,M3V,0.0257843,-34.469,-194.678,1.5199999999999996,0.2915704829488065
2393,35198,,109.106,35.0174,,9.256,8.51,,7.72,7.101,6.777,6.693,36.5369,5.69634,G5,0.494364,-126.148,16.473,0.7460000000000004,0.1923134204703384
2394,35209,,109.152,1.87877,,7.949,7.34,,6.66,6.203,5.955,5.903,41.7945,4.23441,G0,1.77506,58.224,-116.52,0.609,0.27900030875505644
2395,35246,,109.246,-59.1227,,11.68,10.65,,9.65,8.399,7.774,7.658,40.2805,7.62452,K7V,0.108733,-104.98,-6.646,1.0299999999999994,0.108856416822087
2396,35261,,109.279,-12.0339,,7.156,6.72,,6.22,5.86,5.602,5.574,46.2963,3.39227,F5,3.64136,29.05,-59.8,0.43599999999999994,0.3021441298881046
2397,35265,,109.29,33.0921,7.7,7.561,6.93,6.5,6.23,5.755,5.526,5.438,27.2515,4.75305,G0,1.10785,-58.172,-173.615,0.6310000000000002,0.345871717303501
2398,35274,,109.319,68.4629,,11.39,10.2,9.787,8.88,7.983,7.401,7.295,40.4914,7.16319,K8,0.228192,251.395,25.077,1.1900000000000013,0.18036749367559554
2399,35296,,109.373,-46.9792,8.362,7.675,6.7,,5.65,4.97,4.469,4.323,14.5943,5.87909,K2V,0.50691,-18.24,584.72,0.9749999999999996,0.6128817741842116
2400,35310,,109.41,9.29208,,7.285,6.72,,6.18,5.676,5.428,5.308,41.6146,3.62377,G0,3.0641,4.93,-118.16,0.5650000000000004,0.3524729935764735
2401,35350,,109.523,16.5404,,3.686,3.58,,3.46,,,,28.1901,1.32952,A3V...,24.2499,-47.175,-36.507,0.10599999999999987,0.7685258431988198
2402,35353,,109.534,39.2748,,11.808,10.3,9.854,8.17,7.209,6.588,6.369,13.9871,9.57137,M1,0.0571693,-214.622,-117.194,1.5079999999999991,0.3607165234140684
2403,35359,,109.551,-51.0505,,8.076,7.52,,6.89,6.492,6.288,6.185,48.9074,4.07313,F8/G0V,2.01999,24.728,-153.348,0.5560000000000009,0.2412874864502952
2404,35377,,109.62,27.2529,,8.647,8.02,7.6,7.33,6.732,6.454,6.413,35.6182,5.26164,G2V,0.693005,157.077,-157.605,0.6270000000000007,0.20837860007167597
2405,35437,,109.735,-45.2973,,7.689,7.17,,6.58,6.241,5.961,5.89,46.5862,3.82872,F6V,2.49009,-237.361,113.086,0.5190000000000001,0.27140102282971285
2406,35487,,109.867,-16.3952,6.09,6.046,5.7,5.7,5.29,5.11,4.94,4.72,42.8207,2.54173,F2III/IV,7.76404,165.96,-138.51,0.3460000000000001,0.4303815324467919
2407,35495,,109.88,32.8301,,11.48,10.06,9.513,8.34,7.184,6.541,6.376,18.2238,8.75681,M2:,0.0798659,407.875,-347.278,1.42,0.3224662862491227
2408,35519,,109.974,9.22855,,10.116,9.24,8.7,8.32,7.69,7.292,7.163,48.4383,5.81405,K0,0.489304,76.627,-461.677,0.8759999999999994,0.16373028520619276
2409,35531,,109.996,-51.4624,,13.09,11.19,,9.46,9.089,8.538,8.389,49.3583,7.7232,?,1.57582,-107.33,174.34,1.9000000000000004,0.7058288634738018
2410,35550,,110.031,21.9823,3.91,3.874,3.5,3.17,3.06,2.86,,2.62,17.319,2.30739,F0IV...,9.70611,-31.203,-15.506,0.3740000000000001,1.2303787832767623
2411,35564,,110.089,-52.3115,,5.983,5.5,,4.95,,,,33.1509,2.89752,F2,5.79228,-37.709,148.387,0.48299999999999965,0.5610674254020496
2412,35628,,110.278,67.6618,,9.268,8.38,,7.45,6.784,6.35,6.246,25.8679,6.3162,K0,0.309669,-70.115,70.446,0.8879999999999999,0.2475523900193775
2413,35642,,110.32,-8.8779,,7.092,6.56,,5.95,5.542,5.281,5.173,36.31,3.75987,F5,2.66953,29.47,-167.839,0.532,0.3649843991792394
2414,35643,,110.323,45.2282,,6.082,5.74,,5.34,5.003,4.967,4.849,37.0435,2.89644,A7s,5.59634,-48.162,10.327,0.34199999999999964,0.42023841795611105
2415,35651,,110.345,-12.6372,,10.987,9.95,,8.86,8.02,7.48,7.371,37.6132,7.0733,K3V,0.18214,-133.155,459.824,1.0370000000000008,0.15207389353928039
2416,35706,,110.509,68.2743,,11.25,10.11,9.715,8.88,7.933,7.348,7.219,41.9428,6.99671,K8,0.239097,71.726,109.447,1.1400000000000006,0.17036175043480484
2417,35718,,110.54,-1.86273,,9.504,8.73,,7.91,7.373,7.05,6.925,48.351,5.30797,K0,0.726452,-370.075,255.252,0.7739999999999991,0.18015137871446413
2418,35739,,110.579,-39.2533,,9.705,8.83,,7.91,7.294,6.901,6.756,36.4745,6.02005,K0/K1V,0.404535,-144.126,-50.88,0.875,0.19747184355267589
2419,35750,,110.611,8.90201,,10.267,9.37,8.8,8.43,7.752,7.288,7.204,44.7991,6.11366,K2V,0.374895,186.395,-314.542,0.8970000000000002,0.1589954589113644
2420,35755,,110.629,35.8994,,13.238,11.57,10.876,8.79,8.721,8.103,7.899,41.876,8.46017,M0,0.368641,16.252,-135.135,1.6679999999999993,0.3092827985134108
2421,35803,,110.769,18.2734,,7.235,6.78,,6.26,5.92,5.742,5.692,43.8066,3.5723,F2,3.09003,-37.574,-43.105,0.45500000000000007,0.3008361372217211
2422,35821,,110.812,46.0874,,12.002,10.56,10.059,8.78,7.343,6.683,6.462,16.9535,9.4137,M2,0.0472316,-120.604,-237.972,1.4420000000000002,0.2704907037122861
2423,35846,,110.869,25.0505,,5.942,5.04,,4.22,,,,48.7329,1.60089,G8III,24.0327,-67.66,-28.82,0.9020000000000001,1.176481985011806
2424,35851,,110.872,-20.0234,,11.138,9.91,,8.52,7.668,7.08,6.939,31.3612,7.42803,K5V,0.186489,45.136,-335.78,1.2279999999999998,0.22291421893645552
2425,35872,,110.946,12.9647,,9.149,8.19,7.6,7.18,6.46,5.976,5.886,24.057,6.2838,G5,0.341818,84.367,-425.073,0.9589999999999996,0.3008440587613082
2426,35873,,110.949,10.706,,10.429,9.46,,8.51,7.552,7.067,6.954,30.6937,7.02476,K0,0.175023,27.64,-43.7,0.9689999999999994,0.17030026336231918
2427,35884,,110.974,-17.4134,,7.329,6.84,,6.28,5.92,5.691,5.621,36.5938,4.02296,F7V,2.0582,-70.552,-22.109,0.4889999999999999,0.30488311369617677
2428,35900,,111.011,67.3531,,11.261,10.31,9.8,9.31,8.521,8.009,7.906,48.1267,6.89807,K5,0.192208,38.698,-172.404,0.9509999999999987,0.1119173311542828
2429,35902,,111.019,-40.0461,,10.83,9.76,,8.73,7.888,7.394,7.25,43.1813,6.58352,K2/K3V:,0.297272,-26.138,151.004,1.0700000000000003,0.17584199967645706
2430,35910,,111.039,-58.4919,,7.29,6.58,,5.82,5.4,5.128,5.018,49.9246,3.08843,G5IV,5.36088,-87.789,137.566,0.71,0.44711100631803896
2431,35937,,111.13,-80.1854,,11.394,10.12,,8.67,7.704,7.086,6.91,29.9722,7.73641,M...,0.14555,175.654,60.685,1.274000000000001,0.2233304306689083
2432,35943,,111.143,-17.8922,12.962,11.705,10.34,9.444,8.74,7.678,7.014,6.844,24.3388,8.4085,M0V:,0.0923342,-48.186,-45.727,1.3650000000000002,0.2482565718127268
2433,35965,,111.201,-51.3274,,11.1,10.18,,9.21,8.371,7.875,7.71,49.3583,6.7132,K0,0.220288,183.511,392.54,0.9199999999999999,0.1133059706936817
2434,35985,,111.238,-38.352,,10.368,9.48,,8.59,7.935,7.489,7.419,49.1456,6.02258,K1/K2V:,0.405831,-2.991,-122.527,0.8879999999999999,0.14916506566179408
2435,35989,,111.247,46.0996,,9.974,9.16,8.6,8.31,7.628,7.241,7.156,48.2218,5.74378,K0V,0.492676,-287.041,-312.007,0.8140000000000001,0.15582758180929435
2436,35992,,111.25,-38.3497,,10.594,9.65,,8.66,7.999,7.616,7.468,49.1608,6.1919,K2V,0.365291,-0.859,-121.599,0.9439999999999991,0.15002837996463053
2437,35998,,111.285,-13.752,,6.222,5.79,,5.29,5.347,4.778,4.71,37.4111,2.92499,F3V,5.6031,-202.964,-0.364,0.4320000000000004,0.46138799903995725
2438,36014,,111.325,56.5692,,8.293,7.69,,7.02,6.581,6.364,6.276,44.5468,4.44592,F8,1.45661,-55.153,-59.262,0.6029999999999989,0.23579311363170052
2439,36037,,111.402,44.0587,,12.361,10.95,,9.41,8.317,7.611,7.499,32.4672,8.39277,M0,0.107775,-99.694,-88.363,1.4110000000000014,0.20936502567613047
2440,36046,,111.432,27.7981,5.67,4.804,3.78,3.02,2.77,2.04,1.658,1.42,40.1941,0.759191,G9III+...,60.1804,-122.609,-85.089,1.0240000000000005,2.54934438537038
2441,36071,,111.488,-2.24847,,7.558,6.99,,6.35,5.97,5.732,5.668,33.9252,4.33739,G0,1.58933,-14.865,-47.485,0.5679999999999996,0.3123604368198476
2442,36081,,111.515,-15.6659,,7.5,6.88,,6.19,5.765,5.464,5.392,49.9002,3.38949,G1/G2V,3.88024,-64.034,-104.119,0.6200000000000001,0.34934214701880273
2443,36102,,111.556,-33.9412,,13.511,12.04,11.536,10.14,9.1,8.434,8.217,36.2157,9.24551,?,0.0618975,-231.275,301.188,1.471,0.14718885728180464
2444,36121,,111.611,-15.7703,,10.37,9.21,,8.09,7.116,6.52,6.423,25.7055,7.15987,K4V,0.216207,43.555,-97.537,1.1599999999999984,0.2680551661080107
2445,36129,,111.63,60.5455,,9.485,8.64,8.1,7.78,7.219,6.807,6.714,42.0973,5.51873,G5,0.626807,-144.88,-475.126,0.8449999999999989,0.20658119833260352
2446,36152,,111.709,21.5356,,7.004,6.54,6.3,6.01,5.534,5.38,5.245,30.904,4.08993,F6V,1.9216,-314.886,-20.386,0.4639999999999995,0.339685043921658
2447,36160,,111.74,-34.3155,,8.804,8.17,,7.47,6.996,6.751,6.598,48.3657,4.74731,G5V,1.11416,-307.359,91.722,0.6340000000000003,0.19609356075774828
2448,36165,,111.745,-34.3122,,7.517,7.03,,6.47,6.128,5.924,5.798,49.0684,3.57599,F6/F7V,3.10458,-299.707,80.517,0.4870000000000001,0.2786730106584392
2449,36188,,111.788,8.28932,2.52,2.793,2.89,2.9,2.96,3.02,3.07,3.03,49.1316,-0.566805,B8Vvar,244.776,-59.375,-35.01,-0.09699999999999998,0.6284828822191321
2450,36208,,111.852,5.22578,12.558,11.413,9.84,8.699,7.13,5.714,5.219,4.857,3.80257,11.9396,M5,0.00973057,572.51,-3693.51,1.5730000000000004,0.5293051775875062
2451,36210,,111.856,-51.4026,7.689,7.414,6.72,6.33,5.99,5.515,5.154,5.042,22.4811,4.96092,G5IV-V,0.939172,-287.702,-2.253,0.694,0.4110207608834717
2452,36215,,111.869,22.0439,13.941,12.745,11.25,10.204,9.21,7.818,7.174,6.946,20.2809,9.71456,M2,0.0457265,-261.048,-144.295,1.4949999999999992,0.22519451242649263
2453,36238,,,111.935,21.4452,,5.655,5.2,,4.69,4.256,4.163,4.142,34.013,2.54177,,2.02,-52.278,,
