,HIP,TYC,RA,Dec,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,dist,M_V,Type,Lstar,pmRA,pmDec,BmV,angdiam
8718,-1,484-1911-1,297.9,2.97599,,11.39,10.31,9.4,8.9,8.207,7.618,7.526,49.4071,6.84105,K3,0.237287,261.321,166.158,1.08,0.13896339780912825
8719,-1,500-1977-1,305.15,3.45933,,13.1,11.381,10.923,,8.646,8.013,7.837,35.3107,8.64147,M0.0Ve,0.379329,5.946,-74.521,1.7189999999999994,0.38896208217423184
8720,-1,489-1364-1,299.722,5.36891,,12.89,11.6,11.044,,8.695,8.064,7.873,30.3951,9.18598,M0.0Ve,0.0392931,135.495,-17.676,1.290000000000001,0.11702096345609457
8721,-1,504-1502-1,303.773,4.97589,,9.66,8.85,,,7.388,7.001,6.855,43.8212,5.64158,K0V,0.541376,-4.254,-21.763,0.8100000000000005,0.17877417556102213
8722,-1,503-574-1,303.747,5.32181,,11.43,10.33,,,8.431,7.938,7.791,42.2476,7.20099,?,0.174423,-90.874,-58.399,1.0999999999999996,0.14279479391488215
8723,-1,508-2099-1,303.905,6.24445,,10.15,9.198,8.6,8.2,7.646,7.209,7.113,43.956,5.98291,K2,0.44706,-134.703,-81.395,0.952,0.18705753337673944
8724,-1,5119-79-1,284.099,-2.47748,,11.58,10.43,,,8.407,7.889,7.723,47.6417,7.04006,K5,0.235786,26.503,64.19,1.1500000000000004,0.1498837195549862
8725,-1,5132-1177-1,285.925,-2.27034,,14.3,11.1,,,8.875,8.266,8.13,46.8823,7.74495,G:,1.31636e-07,-274.81,-193.186,3.200000000000001,0.2196603867923887
8726,-1,449-459-1,283.722,0.863004,,11.85,10.65,10.111,,7.789,7.177,6.968,25.1509,8.64723,M0.0Ve,0.0590081,-70.702,-126.456,1.1999999999999993,0.14961598082754093
8727,-1,447-316-1,279.793,0.106159,,8.62,8.03,,,6.916,6.653,6.606,49.7018,4.54814,G3V,1.31574,79.872,3.59,0.5899999999999999,0.19855622548107218
8728,-1,432-673-1,274.037,0.329982,,13.08,11.06,,,8.118,7.479,7.243,22.5683,9.29251,?,1.03993,19.724,47.042,2.0199999999999996,1.0368982321658895
8729,-1,436-3281-1,275.568,3.49404,,11.91,10.8,,,8.666,8.039,7.949,47.4383,7.41935,?,0.146849,32.733,142.593,1.1099999999999994,0.11715135973944658
8730,-1,454-432-1,278.744,4.24425,,8.74,8.04,7.6,7.3,6.77,6.427,6.342,37.2578,5.18391,G8V,0.769508,-88.197,147.992,0.7000000000000011,0.22545521945641
8731,-1,455-452-1,279.699,4.76752,,12.38,11.233,10.749,10.5,8.32,7.704,7.511,35.2361,8.49806,M0.5Ve,0.0610998,-174.688,-83.986,1.1470000000000002,0.102951003875572
8732,-1,441-814-1,276.647,4.37257,,12.32,11.69,,,9.071,8.395,8.185,31.4961,9.19872,?,0.0184562,80.283,3.121,0.6300000000000008,0.03858329470164998
8733,-1,441-750-1,277.33,5.00793,,11.94,10.74,10.0,9.5,8.677,8.095,7.954,45.7666,7.43726,?,0.179846,51.986,-165.73,1.1999999999999993,0.14354166649081856
8734,-1,460-624-1,281.293,6.33776,,12.28,10.763,10.381,8.8,7.656,7.043,6.806,18.8573,9.38561,M1.0V,0.0720954,-37.308,-76.406,1.5169999999999995,0.2983602489275195
8735,-1,1025-203-1,281.295,8.96111,,9.21,8.51,,,7.213,6.908,6.842,43.1593,5.33463,G5,0.669769,28.821,-25.013,0.7000000000000011,0.1815767732059969
8736,-1,483-1759-1,294.668,2.41558,,12.1,11.17,10.477,,8.504,7.899,7.745,41.4079,8.08459,K7.0Ve,0.0629278,-19.365,-135.864,0.9299999999999997,0.07291805329489054
8737,-1,469-5548-1,292.345,2.44647,,10.89,9.81,,,8.142,7.663,7.59,46.5116,6.47219,K2(V),0.333287,-93.848,-84.413,1.08,0.1749445528111735
8738,-1,482-579-1,292.654,3.57689,,11.19,10.24,9.7,9.2,8.226,7.72,7.569,48.3559,6.81775,?,0.206716,-179.779,-2.271,0.9499999999999993,0.11540383525735891
8739,-1,491-3175-1,294.98,5.85738,,11.92,10.64,,,8.451,7.868,7.718,41.806,7.53381,?,0.177093,-106.972,8.268,1.2799999999999994,0.1781007765616606
8740,-1,472-2322-1,290.365,4.20646,,12.37,10.64,,,8.346,7.717,7.557,38.2702,7.7257,?,0.916086,-30.006,-1.123,1.7299999999999986,0.564289202844234
8741,-1,471-1564-1,287.949,5.01003,,12.38,11.426,10.947,,8.413,7.782,7.561,27.3673,9.23984,M1.0Ve,0.0223181,99.253,83.052,0.9540000000000006,0.06725633362760046
8742,-1,490-110-1,292.896,5.93529,,11.87,11.127,10.71,9.582,8.54,7.92,7.73,47.5285,7.74223,K3III,0.0749489,29.746,-4.287,0.7429999999999986,0.057405875299338216
8743,-1,1058-1152-1,297.521,8.09601,,11.68,10.6,9.9,9.4,8.459,7.876,7.748,48.1,7.18927,?,0.172181,33.563,-209.817,1.08,0.12159071843346311
8744,-1,1058-2640-1,297.262,8.30069,,13.23,11.796,11.327,10.4,9.25,8.57,8.43,44.0141,8.57804,?,0.098979,179.329,214.458,1.434000000000001,0.15007393342724118
8745,-1,1060-3497-1,294.145,9.54098,,10.35,9.37,,,7.53,7.066,6.926,35.9712,6.59022,K2,0.265179,136.872,14.872,0.9800000000000004,0.18066163951340167
8746,-1,1066-931-1,298.03,11.4392,,9.057,8.29,7.8,7.5,6.985,6.67,6.535,40.0481,5.27709,K2,0.74143,147.008,-53.804,0.7670000000000012,0.2186230536666598
8747,-1,1065-1628-1,296.062,11.4583,,12.51,11.16,10.3,9.5,8.669,8.023,7.855,42.9,7.99771,K7,0.130443,-58.161,-224.178,1.3499999999999996,0.16428799979938247
8748,-1,1083-3192-1,299.356,13.2236,,11.4,10.14,,,7.624,7.019,6.857,26.1506,8.05259,M0,0.106411,-9.668,-43.44,1.2599999999999998,0.21464746898443537
8749,-1,474-471-1,286.422,7.22656,,10.33,9.29,,,7.451,6.955,6.86,34.3171,6.61245,K2,0.279427,61.369,-43.649,1.040000000000001,0.20715524270217567
8750,-1,461-294-1,284.726,7.04976,,13.23,11.799,11.453,,9.347,8.721,8.524,49.4071,8.33005,?,0.123021,27.316,32.52,1.431000000000001,0.1487559955562468
8751,-1,1043-393-1,284.913,11.118,,10.28,9.22,,,7.278,6.773,6.643,30.4044,6.80532,K2,0.239506,9.676,63.447,1.0599999999999987,0.22152850703364663
8752,-1,1043-1399-1,283.724,10.9779,,10.88,9.502,9.107,,6.701,6.057,5.893,17.646,8.26877,M0V,0.108227,17.833,126.908,1.3780000000000001,0.37661773584091474
8753,-1,1053-1879-1,287.442,13.1816,,11.0,9.9,,,7.899,7.363,7.241,40.1606,6.881,?,0.234208,-132.97,16.443,1.0999999999999996,0.1740653685628612
8754,-1,1063-1821-1,292.904,11.7239,,9.05,8.21,,,6.828,6.454,6.335,44.1891,4.98342,K0,1.01865,77.277,-23.821,0.8399999999999999,0.25007872772380724
8755,-1,1602-860-1,295.709,15.3812,,10.47,9.58,,,7.691,7.227,7.137,48.9716,6.13028,K2,0.367734,47.939,-68.347,0.8900000000000006,0.14286732534920935
8756,-1,1601-489-1,292.486,16.3104,,12.9,11.191,11.052,9.452,8.63,7.99,7.79,47.6872,7.79899,K7.5V,0.795012,-163.587,-148.363,1.7089999999999996,0.41280996251936347
8757,-1,6206-1704-1,245.374,-16.9338,,12.41,10.75,10.37,,7.692,7.03,6.828,22.7118,8.96874,M1V,0.223333,-38.944,-156.439,1.6600000000000001,0.44130094524572455
8758,-1,5640-423-1,249.466,-14.3308,,12.36,10.794,10.517,,8.258,7.626,7.452,34.27,8.11943,K7V,0.31558,-69.307,-224.173,1.565999999999999,0.33478560111265937
8759,-1,5646-463-1,254.376,-10.8804,,12.63,11.587,11.269,,9.163,8.465,8.347,46.1467,8.26629,?,0.0611302,-2.128,-70.199,1.043000000000001,0.07230106114009983
8760,-1,5629-288-1,250.94,-8.31284,,12.41,11.05,,,8.665,8.082,7.921,46.5116,7.71219,K7V,0.173394,-49.391,-9.023,1.3599999999999994,0.1769222610591177
8761,-1,5629-554-1,251.977,-8.06561,,12.72,11.323,11.018,,8.813,8.219,8.05,44.6828,8.0723,K4/5,0.13744,-47.719,9.066,1.3970000000000002,0.17042067838511057
8762,-1,5061-94-1,250.983,-7.43615,,12.42,11.7,11.457,,8.539,7.977,7.713,28.4657,9.42839,?,0.015733,-193.666,-162.818,0.7200000000000006,0.04283578482158105
8763,-1,5614-674-1,238.063,-10.8065,,11.868,10.738,,,8.608,7.973,7.884,46.8604,7.38397,?,0.162186,-29.53,-250.932,1.1300000000000008,0.12516327655523035
8764,-1,5626-979-1,246.87,-8.57199,,9.57,8.76,,,7.381,7.034,6.925,40.4531,5.72524,K0V,0.501226,-84.554,7.724,0.8100000000000005,0.18633943911267184
8765,-1,5047-51-1,245.893,-7.10476,,10.26,9.46,8.97,9.195,7.869,7.453,7.341,47.9616,6.05553,K0V,0.369431,-142.663,-119.446,0.7999999999999989,0.13319710448667688
8766,-1,5058-1303-1,252.108,-4.26746,,11.72,10.57,10.29,,8.263,7.693,7.514,37.4953,7.70011,K4,0.12838,109.013,-94.942,1.1500000000000004,0.14052528091148853
8767,-1,5057-1104-1,249.385,-5.50321,,12.01,10.57,10.46,,8.245,7.67,7.51,43.8789,7.35872,?,0.311136,-96.17,16.576,1.4399999999999995,0.26790836906922666
8768,-1,5056-742-1,247.679,-3.9894,,10.95,9.62,,,7.32,6.757,6.589,26.5604,7.49883,K5,0.198619,-156.035,-19.772,1.33,0.3187829171935086
8769,-1,5064-1063-1,256.285,-1.78611,,10.59,9.44,8.82,8.242,7.485,6.94,6.805,30.9023,6.99004,K1/2V,0.246903,75.677,-42.555,1.1500000000000004,0.23645824511440283
8770,-1,5065-762-1,257.438,-0.0433577,,9.14,8.35,,,6.943,6.553,6.504,45.2694,5.07098,K0V,0.912461,155.231,20.067,0.7900000000000009,0.21914870451942042
8771,-1,402-2422-1,255.334,2.60603,,10.74,9.68,,,7.708,7.204,7.052,44.9438,6.41665,K2,0.342598,-102.953,-57.104,1.0600000000000005,0.17923780659203378
8772,-1,402-2449-1,256.593,2.4315,,13.02,11.765,11.293,,9.011,8.313,8.112,40.5022,8.72761,K4,0.0568781,-21.834,37.506,1.254999999999999,0.10047183784210349
8773,-1,408-455-1,258.801,4.43628,,10.39,9.37,,,7.627,7.148,7.065,35.8295,6.5988,K0,0.276432,-23.744,71.748,1.0200000000000014,0.19297211924821436
8774,-1,408-1270-1,259.236,5.05929,,11.9,10.5,9.993,,8.01,7.41,7.252,39.185,7.5344,K6/7,0.227967,45.534,-63.652,1.4000000000000004,0.2507710185981043
8775,-1,393-399-1,254.06,5.29304,,13.18,11.08,,,8.778,8.134,7.983,44.5434,7.83608,K7,8.71245,-20.51,-62.341,2.0999999999999996,1.2584812053229244
8776,-1,5022-67-1,237.531,-2.36986,,11.02,9.916,,8.8,8.16,7.65,7.512,49.554,6.44061,K2,0.355348,-63.117,-72.023,1.1039999999999992,0.17406682327313353
8777,-1,5022-64-1,237.624,-2.3496,,11.52,10.4,,,8.37,7.822,7.705,49.2611,6.93748,K5,0.236314,19.289,-89.359,1.1199999999999992,0.1435055681692214
8778,-1,5007-82-1,231.532,-2.97081,,9.79,9.0,,,7.644,7.291,7.197,49.3583,5.5332,K0/1V(+G),0.596113,-57.473,-49.742,0.7899999999999991,0.16245717902807458
8779,-1,5003-95-1,230.914,-0.0324149,,13.27,12.135,11.785,,9.091,8.404,8.174,44.6628,8.88527,?,0.0414122,20.056,-42.481,1.1349999999999998,0.0664069631904871
8780,-1,344-504-1,230.355,4.24702,,13.44,11.964,11.518,,8.55,7.942,7.694,27.4424,9.77189,M1.5Ve,0.0389296,88.564,39.47,1.475999999999999,0.15438407969876372
8781,-1,365-260-1,238.871,5.87693,,12.2,10.6,,,8.458,7.887,7.765,47.081,7.23577,K0,0.853378,-53.586,-136.121,1.5999999999999996,0.40117023603844726
8782,-1,363-334-1,235.109,6.3682,,9.537,8.8,,,7.466,7.158,7.051,45.2284,5.52294,K0,0.576531,-47.945,-182.703,0.7370000000000001,0.1663648128101374
8783,-1,369-1533-1,247.309,0.257656,,10.72,9.92,,,8.15,7.68,7.541,49.0437,6.46709,K2,0.252878,-4.97,-10.214,0.8000000000000007,0.10776923102260524
8784,-1,387-2394-1,251.038,3.21206,,12.51,11.24,10.5,9.8,8.84,8.25,8.05,49.2854,7.77641,K6,0.139401,44.14,-289.488,1.2699999999999996,0.13217612891669434
8785,-1,377-1124-1,246.182,5.28371,,10.05,9.23,,,,,,41.4766,6.14099,K0,0.342793,-63.833,-99.066,0.8200000000000003,0.15211451373468488
8786,-1,960-517-1,247.808,8.82066,,9.84,8.93,,,7.355,6.937,6.85,38.506,6.00236,K0,0.419994,-44.291,-2.077,0.9100000000000001,0.19849177193351256
8787,-1,970-859-1,252.018,12.9634,,13.28,11.84,,,9.293,8.651,8.505,49.3583,8.3732,K5,0.122225,-21.902,47.638,1.4399999999999995,0.1492747252649691
8788,-1,944-634-1,239.728,8.56551,,9.73,8.95,,,7.547,7.188,7.134,49.4315,5.47998,K0,0.623337,-94.745,51.507,0.7800000000000011,0.16407233625506443
8789,-1,964-10-1,248.06,10.6753,,12.67,11.44,10.7,10.1,8.93,8.31,8.14,44.3262,8.2067,K5,0.0911478,84.057,-153.379,1.2300000000000004,0.11065244977233277
8790,-1,1505-1387-1,244.185,16.46,,12.59,11.89,,,,,,47.3709,8.51244,?,0.0358757,-92.287,-56.602,0.6999999999999993,0.038287789535621654
8791,-1,1509-407-1,245.408,17.226,,11.81,10.594,10.145,9.7,8.149,7.535,7.366,32.4675,8.03675,K5V,0.105431,-45.815,-271.805,1.216000000000001,0.158661402970828
8792,-1,439-407-1,273.367,5.44957,,12.45,11.518,11.132,10.9,8.432,7.764,7.542,29.7354,9.15163,M1.5Ve,0.0236018,-69.218,-226.968,0.9319999999999986,0.06231036031887773
8793,-1,442-679-1,271.144,6.24127,,10.65,9.59,,,7.612,7.116,6.978,35.1617,6.85965,K0III,0.227816,-63.415,69.926,1.0600000000000005,0.1868226898171028
8794,-1,458-517-1,277.817,6.83609,,12.35,10.81,10.272,9.1,7.579,6.973,6.744,16.4312,9.73166,M1.0Ve,0.0610862,141.515,-108.481,1.5399999999999991,0.3101441127394922
8795,-1,1010-1022-1,274.901,8.6963,,12.89,11.891,11.38,,9.049,8.407,8.249,47.9616,8.48653,K4/5,0.0474142,35.992,17.207,0.9990000000000006,0.05835858330914567
8796,-1,1027-2254-1,276.378,9.74279,,11.63,10.57,,,8.429,7.903,7.751,45.8926,7.26129,K5,0.157373,44.578,52.307,1.0600000000000005,0.11896785207949989
8797,-1,427-709-1,265.239,5.91298,,9.6,8.87,,,7.484,7.19,7.087,49.3827,5.40212,G5,0.644147,-48.901,32.947,0.7300000000000004,0.15967486741016873
8798,-1,427-914-1,264.947,7.06526,,10.48,9.54,,,7.971,7.51,7.452,47.619,6.1511,K2,0.37755,-44.265,16.126,0.9400000000000013,0.15685215946434397
8799,-1,1011-534-1,268.236,9.80379,,10.4,9.411,9.25,8.4,7.699,7.296,7.164,43.8596,6.20067,K2V,0.384661,-6.019,-159.588,0.9890000000000008,0.17988545112287915
8800,-1,998-2095-1,267.346,10.3388,,9.26,8.37,,,6.958,6.579,6.477,35.5999,5.61276,K0,0.592301,-63.408,-33.304,0.8900000000000006,0.24942094152315086
8801,-1,992-192-1,263.28,9.24375,,10.7,9.57,,,,,,31.9591,7.04703,?,0.221203,25.533,-23.918,1.129999999999999,0.2143270190687635
8802,-1,1001-1560-1,265.986,12.8832,,10.12,9.28,,,7.661,7.226,7.148,41.4079,6.19459,K0,0.333857,30.072,20.515,0.8399999999999999,0.15278360430139215
8803,-1,1021-1260-1,272.864,14.4484,,13.0,11.971,11.411,10.8,8.88,8.27,8.07,32.8947,9.38537,M0.5Ve,0.0214544,-49.89,-176.362,1.029,0.05914450347216681
8804,-1,1020-525-1,270.55,14.8768,,9.56,8.75,,,7.312,6.957,6.894,38.4911,5.8232,K2,0.457986,-72.347,7.728,0.8100000000000005,0.18719954288420973
8805,-1,1567-2375-1,272.561,16.338,,9.91,8.96,,,7.321,6.871,6.767,36.6569,6.13922,K5,0.386178,62.528,57.451,0.9499999999999993,0.20807516233225304
8806,-1,1034-645-1,281.922,12.4398,,9.92,8.95,,,7.098,6.63,6.536,29.4551,6.6042,K5,0.258169,55.225,2.558,0.9700000000000006,0.21572821248377533
8807,-1,1583-540-1,280.333,16.2268,,10.68,9.72,,,7.921,7.481,8.015,46.9484,6.3619,K2,0.318498,11.124,34.804,0.9599999999999991,0.14894481019331562
8808,-1,1591-604-1,281.539,19.2042,,12.58,11.123,10.673,,8.645,7.997,7.865,41.511,8.03218,K4V,0.178714,41.435,-62.581,1.4570000000000007,0.2167144355376098
8809,-1,1586-728-1,287.011,16.4604,,11.58,10.19,9.3,8.5,7.877,7.281,7.152,32.0513,7.66077,K5,0.19611,-146.483,-146.273,1.3900000000000006,0.282349636139561
8810,-1,1603-817-1,288.606,17.9189,,13.14,11.721,11.123,10.0,8.688,7.992,7.808,32.8623,9.13751,M0.5Ve,0.0560455,111.295,-205.587,1.4190000000000005,0.14969830599858772
8811,-1,1607-1107-1,289.407,19.1609,,9.09,8.32,,,7.044,6.758,6.68,45.7666,5.01726,G5,0.945052,14.419,-109.313,0.7699999999999996,0.21646231937494462
8812,-1,1604-388-1,291.289,18.4942,,13.67,12.017,11.509,10.4,9.348,8.747,8.554,49.6524,8.5373,M0,0.323892,-151.611,-201.995,1.6530000000000005,0.24150929400842477
8813,-1,1598-1505-1,287.634,21.7628,,12.46,11.41,10.82,,8.525,7.862,7.695,33.5345,8.78254,?,0.038311,-11.885,-18.171,1.0500000000000007,0.07940007581728681
8814,-1,1597-713-1,285.708,22.2145,,12.11,11.03,,,8.76,8.127,7.983,45.9348,7.71929,K7,0.105676,-2.933,-33.032,1.08,0.09974713364306359
8815,-1,1574-230-1,279.633,18.4479,,12.32,11.1,,,8.861,8.229,8.129,49.2126,7.63962,K2,0.152539,45.713,-72.473,1.2200000000000006,0.12673002406384076
8816,-1,1595-544-1,280.282,21.8956,,12.75,11.19,10.3,9.5,9.018,8.375,8.244,48.7567,7.74983,M0,0.428458,243.782,126.97,1.5600000000000005,0.274543075412783
8817,-1,2109-492-1,283.175,23.3314,,11.27,10.25,,,8.178,7.622,7.531,43.7063,7.04728,K2,0.182893,46.781,-21.017,1.0199999999999996,0.1286751153842072
8818,-1,2122-1204-1,286.131,24.0318,,13.61,12.44,11.815,,8.79,8.17,7.91,28.1452,10.193,M2.0Ve,0.0135173,-147.138,7.058,1.17,0.06177053431429544
8819,-1,2113-72-1,283.805,26.0346,,11.15,10.32,,,8.426,7.93,7.847,48.4027,6.89565,K3,0.172806,-140.889,-49.639,0.8300000000000001,0.0933456516319991
8820,-1,2111-1216-1,280.032,24.9415,,12.31,11.06,,,8.693,8.041,7.907,45.7875,7.75626,K5,0.139084,-15.076,-0.376,1.25,0.13752588650197942
8821,-1,2112-920-1,280.81,25.3796,,13.29,12.3,11.338,11.2,8.77,8.1,7.94,32.3625,9.74979,M1.0Ve,0.0146583,40.441,-210.591,0.9899999999999984,0.0476324950882543
8822,-1,2115-1388-1,280.361,27.7925,,12.83,11.4,11.07,,8.922,8.26,8.1,47.3709,8.02244,K4,0.162738,15.842,97.146,1.4299999999999997,0.17831956583332476
8823,-1,988-717-1,254.805,14.003,,13.53,11.64,,,8.894,8.279,8.111,41.3565,8.55728,K6,0.683708,-88.314,-7.456,1.8899999999999988,0.5580028441163452
8824,-1,1536-1795-1,259.38,15.582,,11.81,10.58,,,8.398,7.84,7.673,42.8633,7.41957,K5,0.188189,-6.342,3.303,1.2300000000000004,0.16442241902308197
8825,-1,1544-929-1,258.959,19.0,,11.8,10.37,9.864,,7.212,6.635,6.45,13.6743,9.69048,M0.5Ve,0.0350168,-149.235,14.314,1.4300000000000015,0.28654906655691703
8826,-1,1555-337-1,264.674,18.5617,,10.42,9.54,,,7.891,7.477,7.383,47.2144,6.16963,K5,0.35333,56.656,-101.116,0.8800000000000008,0.1434270299619301
8827,-1,1545-934-1,260.857,19.5228,,10.83,9.82,9.8,,7.988,7.487,7.383,46.4684,6.48421,?,0.303651,-76.15,-11.257,1.0099999999999998,0.1542470293703152
8828,-1,987-984-1,253.033,14.7657,,11.6,10.37,,,8.196,7.642,7.511,42.1053,7.24832,?,0.220342,-13.515,-85.186,1.2300000000000004,0.18111775792381501
8829,-1,2078-810-1,259.536,25.1033,,11.8,10.77,10.21,,8.302,7.753,7.587,48.9237,7.3224,K5,0.143618,-3.333,108.854,1.0300000000000011,0.10300398685018347
8830,-1,2060-1123-1,255.755,23.3935,,12.39,11.36,,,8.991,8.36,8.238,49.975,7.86624,?,0.0870319,63.526,2.826,1.0300000000000011,0.0784971763274584
8831,-1,1579-883-1,272.734,22.0254,,12.88,11.337,10.768,,8.437,7.786,7.608,45.208,8.06093,M0.0Ve,0.29026,-31.964,-24.892,1.543000000000001,0.2452485498655815
8832,-1,1579-1061-1,272.226,21.9955,,9.31,8.66,8.3,,7.418,7.041,7.03,46.0405,5.3443,G5,0.643104,-98.339,53.519,0.6500000000000004,0.159496191436689
8833,-1,2092-1138-1,272.546,22.6508,,13.45,11.53,10.7,9.9,9.176,8.523,8.367,46.0829,8.2123,?,1.15783,-24.472,-183.431,1.92,0.6378488020783238
8834,-1,2092-690-1,272.947,23.0681,,12.13,10.982,10.492,,8.765,8.176,8.012,49.4315,7.51198,K5V,0.151906,30.348,103.529,1.1480000000000015,0.11578998683939416
8835,-1,2077-2914-1,266.733,22.8,,13.75,11.748,11.38,,8.674,8.058,7.844,32.2893,9.20271,M1.0Ve,0.94076,2.608,93.673,2.0020000000000007,0.7203488976338593
8836,-1,2095-2638-1,270.949,25.7556,,12.44,10.87,10.402,9.2,8.021,7.374,7.2,28.0348,8.63152,M0V,0.201421,-44.112,-228.237,1.5700000000000003,0.32674936296531504
8837,-1,2114-1130-1,277.854,28.0593,,12.77,11.29,,,8.999,8.378,8.242,48.4966,7.86144,?,0.230089,-55.238,12.277,1.4800000000000004,0.2127338428524599
8838,-1,3102-69-1,271.935,39.0741,,10.12,8.933,8.893,7.7,6.776,6.247,6.091,22.7118,7.15174,K5V,0.229516,54.461,-282.483,1.1869999999999994,0.32131382725666674
8839,-1,9390-1021-1,81.1951,-81.4983,,11.111,10.133,9.61,9.395,8.412,7.897,7.803,48.852,6.68859,?,0.241522,38.62,78.383,0.9780000000000015,0.12672663580398383
8840,-1,9373-293-1,73.6463,-80.3942,,11.37,10.1,,,7.832,7.247,7.041,43.0108,6.93211,M3,0.303378,-72.885,87.631,1.2699999999999996,0.22343593850693708
8841,-1,9355-611-1,15.8417,-80.0892,,12.56,11.012,10.643,,8.48,7.845,7.645,48.5909,7.57923,?,0.466665,94.017,25.46,1.548,0.28863955860043544
8842,-1,9354-589-1,5.61314,-79.1664,,13.096,11.631,11.22,,8.451,7.836,7.615,34.4234,8.94673,?,0.0795051,252.486,20.575,1.4649999999999999,0.17501049040792968
8843,-1,9155-553-1,48.672,-72.0643,,11.63,10.42,,,8.455,7.904,7.79,47.6872,7.02799,?,0.265354,1.892,98.83,1.2100000000000009,0.16977944481892557
8844,-1,9150-962-1,35.0231,-72.8298,,10.18,9.31,,,7.813,7.427,7.312,45.4133,6.02409,?,0.401902,68.49,90.806,0.8699999999999992,0.157179490219421
8845,-1,9170-2143-1,79.0015,-72.2369,,14.49,11.709,10.676,9.43,8.209,7.623,7.362,21.9443,10.0024,M2,0.00844912,-46.274,822.418,2.7810000000000006,1.4718203544066426
8846,-1,9156-368-1,60.8398,-72.3362,,12.916,11.587,,,9.084,8.415,8.251,43.3651,8.4013,?,0.086356,-105.186,20.379,1.3290000000000006,0.12855769316780555
8847,-1,9157-1376-1,71.0457,-70.3234,,12.31,11.11,10.7,8.71,7.456,6.835,6.593,20.816,9.51801,M1.5+M1Ve,0.0264606,-120.554,-67.296,1.200000000000001,0.12105367653911536
8848,-1,9166-231-1,83.6688,-70.9397,,10.02,9.09,,,7.484,7.074,6.967,39.4322,6.11075,K1V,0.387595,34.953,143.41,0.9299999999999997,0.1900356434534876
8849,-1,9162-379-1,79.2241,-68.3524,,14.4,11.23,,,8.977,8.312,8.101,45.2284,7.95294,M0.5,3.59895e-07,14.406,58.566,3.17,0.26704736861790895
8850,-1,8886-107-1,80.1241,-64.0086,,12.95,11.48,,,9.089,8.441,8.287,48.7567,8.03983,?,0.187126,3.95,190.422,1.4699999999999989,0.19000780151428884
8851,-1,9155-1186-1,55.2703,-70.772,,12.21,10.92,10.4,,8.247,7.6,7.413,44.2282,7.6915,?,0.155635,77.028,144.534,1.290000000000001,0.1600529449178989
8852,-1,8873-483-1,55.2289,-66.523,,12.15,11.26,,,8.665,8.067,7.872,46.9263,7.90292,?,0.0718587,77.181,20.364,0.8900000000000006,0.06590720801402586
8853,-1,8871-444-1,61.5082,-64.0936,,12.02,10.36,10.061,,7.491,6.852,6.627,19.4628,8.91397,?,0.234889,-39.138,-49.771,1.6600000000000001,0.528122727679757
8854,-1,8507-727-1,61.2559,-59.0302,,13.15,11.41,,,9.054,8.425,8.296,49.2126,7.94962,?,0.770811,-28.764,-177.387,1.7400000000000002,0.4070947039392366
8855,-1,8508-21-1,64.7222,-57.9689,,13.82,11.79,,,9.285,8.665,8.468,45.372,8.50606,?,2.38553,154.065,360.902,2.030000000000001,0.760445392131703
8856,-1,8508-616-1,62.813,-58.1133,,10.66,9.74,,,8.022,7.577,7.427,47.0588,6.37679,?,0.300298,71.106,33.553,0.9199999999999999,0.13875632718493344
8857,-1,9346-149-1,0.826943,-75.5558,,13.45,11.67,11.315,,9.097,8.415,8.213,41.9815,8.55471,?,0.499161,302.89,21.406,1.7799999999999994,0.4041825988689304
8858,-1,9143-789-1,26.6654,-69.7249,,12.004,10.691,10.353,,8.187,7.534,7.371,32.6477,8.12173,?,0.108748,117.804,57.916,1.3129999999999988,0.1872659270352175
8859,-1,8848-1288-1,14.1581,-66.1637,,12.42,11.43,,,9.121,8.462,8.328,49.5786,7.95353,?,0.0766635,39.203,38.432,0.9900000000000002,0.07110552238204522
8860,-1,8489-1155-1,31.8842,-59.6725,,11.36,10.36,10.33,,8.328,7.709,7.537,44.6828,7.1093,K5Ve,0.168773,93.582,-22.928,1.0,0.11830960380566682
8861,-1,8489-179-1,31.5873,-59.2032,,11.5,10.31,,,8.011,7.411,7.213,32.0308,7.78217,?,0.129035,-93.051,-131.429,1.1899999999999995,0.17145820410778945
8862,-1,8481-815-1,24.9158,-59.4656,,12.439,11.139,,,8.51,7.854,7.66,39.185,8.1734,?,0.10149,117.38,144.204,1.3000000000000007,0.1479606034855944
8863,-1,8497-995-1,40.6376,-57.6602,,12.05,11.004,,9.522,8.564,7.965,7.784,48.4966,7.57544,K5Ve,0.115911,84.947,-9.243,1.0460000000000012,0.09506067849744791
8864,-1,8499-1095-1,53.2904,-59.8258,,12.586,11.243,10.897,9.737,8.767,8.118,7.921,41.1862,8.16924,?,0.109764,206.414,140.766,1.343,0.15557151565047458
8865,-1,8490-182-1,36.6326,-59.0898,,10.44,9.48,,,7.932,7.486,7.409,47.1032,6.11475,?,0.399914,-18.984,-22.916,0.9599999999999991,0.16635098445256574
8866,-1,8487-173-1,39.627,-56.783,,11.74,10.46,,,8.461,7.909,7.792,45.1467,7.18687,?,0.243768,9.131,54.442,1.2799999999999994,0.19349324724268577
8867,-1,8491-656-1,40.4451,-52.9979,,11.49,10.281,9.992,8.305,7.582,6.934,6.763,43.3463,7.09624,K6Ve,0.248915,97.754,-15.438,1.2089999999999996,0.1806302430757313
